"customer_id","signup_date","gender","age_group","city","acquisition_channel"
C100883,"2022-01-28",Male,"10-12",Rajahmundry,Organic
C100884,"2022-03-27",Female,"16-18",Chennai,Organic
C100885,"2023-10-21",Male,"16-18",Rajahmundry,Referral
C100886,"2023-03-15",Female,"16-18",Bengaluru,School Partnership
C100887,"2022-05-19",Male,"13-15",Hyderabad,FB Ads
C100888,"2024-06-06",Male,"13-15",Rajahmundry,Organic
C100889,"2023-04-18",Male,"13-15",Rajahmundry,Organic
C100890,"2022-07-06",Female,"16-18",Vijayawada,Organic
C100891,"2022-02-21",Female,"13-15",Vijayawada,FB Ads
C100892,"2022-09-24",Female,"13-15",Vijayawada,Organic
C100893,"2023-01-24",Male,"13-15",Hyderabad,School Partnership
C100894,"2022-12-02",Female,"13-15",Bengaluru,FB Ads
C100895,"2022-08-05",Male,"16-18",Delhi,School Partnership
C100896,"2023-04-11",Male,"10-12",Bengaluru,Google Ads
C100897,"2022-12-01",Female,"16-18",Bengaluru,Google Ads
C100898,"2022-12-12",Male,"13-15",Hyderabad,Google Ads
C100899,"2024-02-19",Male,"16-18",Hyderabad,Google Ads
C100900,"2024-06-19",Male,"13-15",Vijayawada,Google Ads
C100901,"2023-01-24",Male,"13-15",Rajahmundry,Google Ads
C100902,"2022-10-12",Male,"16-18",Chennai,FB Ads
C100903,"2024-02-10",Female,"10-12",Chennai,School Partnership
C100904,"2024-05-01",Male,"16-18",Delhi,Google Ads
C100905,"2023-03-08",Female,"13-15",Rajahmundry,Google Ads
C100906,"2022-09-16",Female,"13-15",Delhi,Referral
C100907,"2024-05-04",Male,"13-15",Vijayawada,Organic
C100908,"2022-03-25",Male,"13-15",Delhi,Organic
C100909,"2023-04-27",Male,"13-15",Rajahmundry,FB Ads
C100910,"2022-01-20",Female,"10-12",Rajahmundry,FB Ads
C100911,"2024-02-07",Male,"10-12",Chennai,Referral
C100912,"2023-07-07",Female,"10-12",Vijayawada,FB Ads
C100913,"2022-02-23",Male,"16-18",Hyderabad,FB Ads
C100914,"2022-12-25",Female,"16-18",Delhi,FB Ads
C100915,"2022-08-18",Male,"13-15",Chennai,Organic
C100916,"2023-10-28",Male,"13-15",Delhi,Google Ads
C100917,"2022-03-12",Female,"13-15",Delhi,Referral
C100918,"2024-03-10",Female,"13-15",Hyderabad,Organic
C100919,"2023-10-30",Male,"16-18",Vijayawada,FB Ads
C100920,"2022-02-11",Female,"16-18",Rajahmundry,FB Ads
C100921,"2024-02-12",Female,"13-15",Bengaluru,Organic
C100922,"2022-02-01",Female,"16-18",Delhi,Organic
C100923,"2022-09-11",Female,"10-12",Bengaluru,School Partnership
C100924,"2022-07-24",Male,"16-18",Vijayawada,FB Ads
C100925,"2024-05-09",Male,"10-12",Bengaluru,Organic
C100926,"2022-01-21",Male,"13-15",Delhi,Organic
C100927,"2023-09-29",Female,"13-15",Hyderabad,Google Ads
C100928,"2022-06-06",Female,"13-15",Bengaluru,Google Ads
C100929,"2022-09-02",Male,"10-12",Vijayawada,Google Ads
C100930,"2022-05-10",Male,"16-18",Vijayawada,Organic
C100931,"2023-04-30",Female,"10-12",Hyderabad,Referral
C100932,"2023-11-17",Other,"13-15",Bengaluru,FB Ads
C100933,"2022-04-28",Female,"10-12",Bengaluru,Organic
C100934,"2023-08-01",Male,"13-15",Rajahmundry,FB Ads
C100935,"2022-08-12",Male,"13-15",Chennai,FB Ads
C100936,"2023-04-22",Male,"13-15",Vijayawada,Referral
C100937,"2023-12-18",Female,"10-12",Rajahmundry,School Partnership
C100938,"2022-09-20",Male,"10-12",Vijayawada,Organic
C100939,"2024-02-25",Female,"13-15",Rajahmundry,Referral
C100940,"2023-01-13",Male,"16-18",Chennai,Google Ads
C100941,"2022-06-21",Female,"16-18",Rajahmundry,School Partnership
C100942,"2023-09-13",Female,"10-12",Vijayawada,Organic
C100943,"2023-09-14",Female,"13-15",Bengaluru,FB Ads
C100944,"2024-02-05",Male,"10-12",Vijayawada,Organic
C100945,"2024-01-06",Male,"10-12",Delhi,Referral
C100946,"2022-04-28",Male,"13-15",Hyderabad,Organic
C100947,"2024-03-07",Female,"13-15",Hyderabad,FB Ads
C100948,"2024-04-18",Female,"10-12",Delhi,Organic
C100949,"2022-06-17",Female,"10-12",Hyderabad,Organic
C100950,"2022-11-15",Female,"10-12",Hyderabad,Google Ads
C100951,"2022-04-21",Female,"16-18",Chennai,Referral
C100952,"2023-08-16",Male,"16-18",Bengaluru,Google Ads
C100953,"2022-01-27",Female,"10-12",Bengaluru,Referral
C100954,"2022-11-16",Male,"10-12",Vijayawada,Organic
C100955,"2023-08-13",Male,"16-18",Delhi,FB Ads
C100956,"2023-11-25",Female,"16-18",Rajahmundry,FB Ads
C100957,"2023-01-20",Male,"13-15",Vijayawada,Organic
C100958,"2023-02-11",Male,"10-12",Vijayawada,FB Ads
C100959,"2024-01-03",Female,"10-12",Vijayawada,Google Ads
C100960,"2022-07-23",Male,"13-15",Vijayawada,FB Ads
C100961,"2022-03-19",Female,"13-15",Bengaluru,Google Ads
C100962,"2023-08-30",Male,"10-12",Rajahmundry,FB Ads
C100963,"2023-12-09",Male,"13-15",Vijayawada,Organic
C100964,"2024-04-30",Male,"10-12",Bengaluru,Organic
C100965,"2023-10-05",Male,"16-18",Vijayawada,FB Ads
C100966,"2022-09-06",Female,"13-15",Hyderabad,Organic
C100967,"2022-04-15",Male,"10-12",Vijayawada,Organic
C100968,"2023-12-15",Female,"13-15",Delhi,FB Ads
C100969,"2024-03-02",Male,"13-15",Delhi,FB Ads
C100970,"2022-11-05",Female,"16-18",Vijayawada,Organic
C100971,"2024-05-20",Female,"13-15",Chennai,Google Ads
C100972,"2023-12-02",Female,"10-12",Hyderabad,Google Ads
C100973,"2023-09-07",Male,"13-15",Rajahmundry,Organic
C100974,"2024-04-04",Male,"10-12",Vijayawada,Google Ads
C100975,"2022-05-04",Male,"16-18",Rajahmundry,Google Ads
C100976,"2024-03-26",Female,"13-15",Hyderabad,Google Ads
C100977,"2023-08-03",Male,"13-15",Vijayawada,FB Ads
C100978,"2024-03-12",Female,"10-12",Chennai,Organic
C100979,"2022-02-12",Female,"13-15",Bengaluru,Google Ads
C100980,"2022-12-22",Male,"16-18",Chennai,FB Ads
C100981,"2023-06-30",Female,"16-18",Chennai,School Partnership
C100982,"2023-03-15",Male,"10-12",Bengaluru,Referral
C100983,"2023-11-09",Male,"10-12",Bengaluru,FB Ads
C100984,"2023-01-15",Female,"16-18",Delhi,Organic
C100985,"2022-03-12",Female,"16-18",Bengaluru,Organic
C100986,"2023-06-03",Female,"10-12",Vijayawada,Organic
C100987,"2023-10-26",Male,"13-15",Rajahmundry,FB Ads
C100988,"2022-12-16",Male,"13-15",Delhi,Organic
C100989,"2022-01-13",Female,"16-18",Delhi,FB Ads
C100990,"2024-05-19",Female,"10-12",Rajahmundry,Organic
C100991,"2023-03-07",Female,"10-12",Delhi,School Partnership
C100992,"2024-04-22",Male,"16-18",Bengaluru,Organic
C100993,"2023-05-17",Female,"10-12",Chennai,School Partnership
C100994,"2022-04-19",Male,"13-15",Hyderabad,School Partnership
C100995,"2023-03-20",Male,"13-15",Bengaluru,FB Ads
C100996,"2023-01-06",Female,"13-15",Chennai,Google Ads
C100997,"2023-10-13",Male,"13-15",Chennai,FB Ads
C100998,"2024-04-28",Female,"13-15",Delhi,Google Ads
C100999,"2023-04-16",Male,"10-12",Vijayawada,Organic
C101000,"2023-12-26",Male,"13-15",Vijayawada,Organic
C101001,"2022-06-06",Female,"16-18",Delhi,FB Ads
C101002,"2023-03-22",Female,"16-18",Delhi,FB Ads
C101003,"2022-06-30",Female,"10-12",Rajahmundry,FB Ads
C101004,"2024-01-22",Female,"10-12",Rajahmundry,Organic
C101005,"2023-06-19",Female,"10-12",Hyderabad,FB Ads
C101006,"2023-10-29",Female,"13-15",Hyderabad,Organic
C101007,"2022-10-04",Female,"13-15",Hyderabad,Organic
C101008,"2023-09-23",Male,"13-15",Hyderabad,Organic
C101009,"2024-04-07",Female,"10-12",Chennai,Organic
C101010,"2023-07-06",Male,"10-12",Chennai,Organic
C101011,"2024-03-04",Other,"13-15",Rajahmundry,Referral
C101012,"2023-05-11",Female,"13-15",Vijayawada,Organic
C101013,"2023-04-22",Male,"10-12",Delhi,Google Ads
C101014,"2023-03-23",Female,"13-15",Vijayawada,Organic
C101015,"2024-04-25",Female,"10-12",Bengaluru,Referral
C101016,"2024-01-19",Male,"16-18",Chennai,FB Ads
C101017,"2023-08-30",Female,"16-18",Hyderabad,Organic
C101018,"2022-10-02",Female,"10-12",Hyderabad,FB Ads
C101019,"2022-11-27",Male,"10-12",Bengaluru,FB Ads
C101020,"2024-05-22",Female,"13-15",Vijayawada,FB Ads
C101021,"2022-09-09",Male,"10-12",Hyderabad,Organic
C101022,"2024-04-30",Female,"13-15",Vijayawada,School Partnership
C101023,"2022-03-30",Other,"16-18",Delhi,FB Ads
C101024,"2022-10-13",Female,"13-15",Bengaluru,Organic
C101025,"2023-04-07",Male,"16-18",Vijayawada,Google Ads
C101026,"2022-09-07",Female,"13-15",Delhi,FB Ads
C101027,"2024-02-08",Female,"10-12",Vijayawada,Referral
C101028,"2023-04-21",Male,"13-15",Vijayawada,FB Ads
C101029,"2023-08-07",Female,"13-15",Hyderabad,Google Ads
C101030,"2023-09-17",Male,"13-15",Rajahmundry,Organic
C101031,"2023-11-16",Female,"10-12",Chennai,Referral
C101032,"2023-01-24",Male,"10-12",Vijayawada,Google Ads
C101033,"2022-12-11",Male,"16-18",Vijayawada,Organic
C101034,"2022-01-30",Male,"10-12",Vijayawada,Organic
C101035,"2023-05-22",Female,"16-18",Rajahmundry,Organic
C101036,"2024-05-21",Male,"16-18",Delhi,School Partnership
C101037,"2022-11-29",Female,"16-18",Bengaluru,Organic
C101038,"2022-07-06",Male,"13-15",Hyderabad,FB Ads
C101039,"2023-05-15",Male,"13-15",Rajahmundry,Organic
C101040,"2022-08-06",Female,"16-18",Delhi,FB Ads
C101041,"2022-12-30",Female,"10-12",Vijayawada,FB Ads
C101042,"2024-03-27",Male,"13-15",Delhi,School Partnership
C101043,"2022-09-22",Female,"13-15",Rajahmundry,FB Ads
C101044,"2022-12-15",Female,"13-15",Rajahmundry,Referral
C101045,"2022-10-14",Female,"13-15",Rajahmundry,FB Ads
C101046,"2023-09-03",Male,"13-15",Bengaluru,Organic
C101047,"2023-12-20",Male,"13-15",Chennai,Organic
C101048,"2022-10-10",Female,"16-18",Hyderabad,FB Ads
C101049,"2023-07-24",Male,"10-12",Bengaluru,School Partnership
C101050,"2022-01-11",Female,"16-18",Bengaluru,Referral
C101051,"2023-06-14",Female,"13-15",Chennai,Organic
C101052,"2022-07-15",Female,"16-18",Bengaluru,Organic
C101053,"2022-03-29",Female,"13-15",Rajahmundry,Organic
C101054,"2022-09-05",Other,"16-18",Rajahmundry,School Partnership
C101055,"2024-01-08",Male,"10-12",Delhi,Referral
C101056,"2023-02-21",Female,"16-18",Vijayawada,Google Ads
C101057,"2023-05-16",Male,"10-12",Bengaluru,FB Ads
C101058,"2023-07-23",Male,"16-18",Vijayawada,FB Ads
C101059,"2024-02-16",Female,"16-18",Hyderabad,FB Ads
C101060,"2022-09-04",Female,"10-12",Rajahmundry,Organic
C101061,"2023-12-09",Other,"10-12",Delhi,FB Ads
C101062,"2023-05-03",Female,"16-18",Hyderabad,Organic
C101063,"2023-10-24",Male,"10-12",Delhi,Organic
C101064,"2023-12-30",Male,"16-18",Chennai,Referral
C101065,"2023-05-18",Female,"10-12",Rajahmundry,Google Ads
C101066,"2023-04-04",Male,"10-12",Hyderabad,FB Ads
C101067,"2024-03-22",Male,"16-18",Chennai,FB Ads
C101068,"2022-01-18",Male,"13-15",Hyderabad,FB Ads
C101069,"2022-04-06",Male,"16-18",Delhi,Google Ads
C101070,"2022-10-29",Male,"13-15",Chennai,Google Ads
C101071,"2022-08-15",Male,"13-15",Chennai,Google Ads
C101072,"2023-02-19",Male,"13-15",Rajahmundry,Google Ads
C101073,"2023-12-10",Male,"13-15",Vijayawada,Organic
C101074,"2022-09-07",Other,"13-15",Delhi,Organic
C101075,"2022-11-10",Male,"13-15",Delhi,FB Ads
C101076,"2023-11-11",Male,"13-15",Chennai,Organic
C101077,"2023-08-19",Female,"10-12",Chennai,Google Ads
C101078,"2023-01-13",Male,"16-18",Rajahmundry,Organic
C101079,"2023-04-30",Female,"10-12",Vijayawada,Organic
C101080,"2023-07-21",Female,"13-15",Delhi,FB Ads
C101081,"2023-06-28",Male,"10-12",Bengaluru,School Partnership
C101082,"2022-12-19",Male,"13-15",Bengaluru,Organic
C101083,"2023-03-12",Female,"13-15",Vijayawada,Google Ads
C101084,"2024-02-03",Female,"10-12",Hyderabad,FB Ads
C101085,"2023-07-18",Male,"10-12",Rajahmundry,Organic
C101086,"2022-12-05",Female,"10-12",Vijayawada,FB Ads
C101087,"2022-12-27",Male,"13-15",Bengaluru,Google Ads
C101088,"2023-12-21",Other,"16-18",Chennai,FB Ads
C101089,"2023-04-10",Male,"10-12",Bengaluru,Referral
C101090,"2022-10-05",Female,"13-15",Chennai,Organic
C101091,"2022-11-10",Female,"13-15",Rajahmundry,Organic
C101092,"2022-09-15",Female,"13-15",Chennai,School Partnership
C101093,"2022-08-25",Female,"16-18",Vijayawada,FB Ads
C101094,"2022-05-04",Male,"13-15",Chennai,FB Ads
C101095,"2024-01-09",Male,"13-15",Hyderabad,Google Ads
C101096,"2022-07-17",Male,"10-12",Vijayawada,Organic
C101097,"2022-11-20",Male,"10-12",Rajahmundry,Google Ads
C101098,"2022-05-03",Female,"10-12",Vijayawada,Organic
C101099,"2024-01-31",Male,"10-12",Hyderabad,Organic
C101100,"2023-07-03",Male,"13-15",Rajahmundry,Organic
C101101,"2024-02-20",Other,"13-15",Bengaluru,Referral
C101102,"2023-12-08",Female,"13-15",Hyderabad,Organic
C101103,"2022-07-09",Female,"10-12",Rajahmundry,Google Ads
C101104,"2022-07-16",Other,"10-12",Chennai,School Partnership
C101105,"2022-08-10",Male,"13-15",Vijayawada,FB Ads
C101106,"2024-01-27",Male,"16-18",Rajahmundry,FB Ads
C101107,"2023-05-11",Female,"10-12",Vijayawada,FB Ads
C101108,"2022-10-11",Female,"16-18",Chennai,Organic
C101109,"2024-01-12",Male,"13-15",Rajahmundry,FB Ads
C101110,"2023-08-27",Female,"13-15",Bengaluru,Google Ads
C101111,"2024-02-18",Male,"13-15",Hyderabad,School Partnership
C101112,"2023-06-22",Male,"10-12",Rajahmundry,School Partnership
C101113,"2023-09-04",Female,"10-12",Chennai,Referral
C101114,"2022-10-17",Female,"13-15",Rajahmundry,Referral
C101115,"2022-04-13",Female,"13-15",Vijayawada,FB Ads
C101116,"2024-05-02",Male,"16-18",Delhi,Google Ads
C101117,"2022-07-18",Female,"13-15",Rajahmundry,Referral
C101118,"2022-10-31",Male,"10-12",Bengaluru,FB Ads
C101119,"2022-08-21",Male,"13-15",Rajahmundry,School Partnership
C101120,"2023-01-05",Female,"10-12",Hyderabad,FB Ads
C101121,"2022-07-03",Female,"13-15",Rajahmundry,Google Ads
C101122,"2022-11-06",Female,"13-15",Delhi,Google Ads
C101123,"2022-01-15",Female,"16-18",Vijayawada,School Partnership
C101124,"2023-12-27",Female,"16-18",Rajahmundry,Organic
C101125,"2023-07-01",Female,"13-15",Bengaluru,Google Ads
C101126,"2022-05-10",Male,"13-15",Chennai,FB Ads
C101127,"2022-10-08",Male,"16-18",Rajahmundry,Organic
C101128,"2022-02-16",Male,"10-12",Rajahmundry,Google Ads
C101129,"2022-02-25",Male,"10-12",Hyderabad,FB Ads
C101130,"2023-07-21",Female,"10-12",Bengaluru,Google Ads
C101131,"2022-10-27",Female,"10-12",Delhi,Organic
C101132,"2023-12-16",Male,"13-15",Chennai,FB Ads
C101133,"2022-05-10",Male,"13-15",Vijayawada,Google Ads
C101134,"2023-10-16",Female,"13-15",Rajahmundry,FB Ads
C101135,"2024-06-08",Male,"10-12",Delhi,Organic
C101136,"2024-02-10",Female,"13-15",Chennai,School Partnership
C101137,"2023-05-18",Female,"13-15",Vijayawada,FB Ads
C101138,"2022-04-16",Female,"13-15",Delhi,Google Ads
C101139,"2024-06-12",Female,"13-15",Bengaluru,FB Ads
C101140,"2022-01-13",Female,"13-15",Bengaluru,FB Ads
C101141,"2023-08-11",Male,"10-12",Chennai,FB Ads
C101142,"2022-10-19",Female,"10-12",Vijayawada,FB Ads
C101143,"2023-04-26",Female,"16-18",Bengaluru,FB Ads
C101144,"2023-05-06",Male,"16-18",Chennai,FB Ads
C101145,"2023-03-28",Female,"13-15",Bengaluru,FB Ads
C101146,"2022-12-15",Female,"10-12",Bengaluru,Organic
C101147,"2022-07-08",Female,"13-15",Delhi,FB Ads
C101148,"2022-02-22",Female,"13-15",Delhi,Organic
C101149,"2022-09-16",Female,"16-18",Bengaluru,Organic
C101150,"2024-06-01",Female,"10-12",Hyderabad,School Partnership
C101151,"2023-05-05",Female,"10-12",Delhi,Google Ads
C101152,"2022-04-27",Female,"13-15",Vijayawada,Google Ads
C101153,"2024-04-21",Female,"13-15",Chennai,FB Ads
C101154,"2022-03-08",Female,"10-12",Chennai,School Partnership
C101155,"2023-02-15",Female,"10-12",Vijayawada,Google Ads
C101156,"2023-05-19",Male,"13-15",Vijayawada,Google Ads
C101157,"2022-03-17",Female,"16-18",Vijayawada,FB Ads
C101158,"2023-08-14",Female,"16-18",Vijayawada,School Partnership
C101159,"2023-10-07",Male,"13-15",Rajahmundry,Referral
C101160,"2023-12-04",Female,"13-15",Chennai,Referral
C101161,"2022-02-24",Male,"10-12",Rajahmundry,Organic
C101162,"2022-06-05",Male,"13-15",Bengaluru,Organic
C101163,"2022-06-02",Female,"13-15",Bengaluru,Organic
C101164,"2024-04-10",Male,"13-15",Chennai,Organic
C101165,"2023-07-31",Female,"13-15",Bengaluru,Referral
C101166,"2022-11-08",Female,"10-12",Vijayawada,Organic
C101167,"2022-03-29",Female,"10-12",Rajahmundry,Organic
C101168,"2022-09-12",Male,"13-15",Vijayawada,Organic
C101169,"2022-05-02",Male,"10-12",Bengaluru,Organic
C101170,"2023-07-26",Female,"10-12",Delhi,Organic
C101171,"2024-02-22",Other,"16-18",Rajahmundry,Google Ads
C101172,"2023-03-03",Female,"13-15",Vijayawada,FB Ads
C101173,"2023-09-13",Male,"13-15",Chennai,Organic
C101174,"2023-09-03",Female,"16-18",Vijayawada,FB Ads
C101175,"2024-03-20",Female,"16-18",Delhi,FB Ads
C101176,"2023-09-26",Female,"13-15",Bengaluru,Organic
C101177,"2022-08-20",Male,"16-18",Rajahmundry,Google Ads
C101178,"2024-03-05",Female,"13-15",Chennai,Google Ads
C101179,"2023-06-20",Female,"13-15",Rajahmundry,Google Ads
C101180,"2023-01-25",Other,"13-15",Chennai,Google Ads
C101181,"2023-04-07",Male,"13-15",Rajahmundry,Organic
C101182,"2023-03-30",Female,"13-15",Bengaluru,School Partnership
C101183,"2022-11-01",Female,"13-15",Chennai,Referral
C101184,"2024-05-30",Male,"10-12",Hyderabad,School Partnership
C101185,"2023-08-26",Female,"13-15",Rajahmundry,Organic
C101186,"2023-03-16",Female,"10-12",Rajahmundry,School Partnership
C101187,"2022-11-09",Male,"13-15",Vijayawada,Referral
C101188,"2023-08-06",Male,"13-15",Chennai,Referral
C101189,"2023-09-28",Female,"13-15",Delhi,Organic
C101190,"2022-03-03",Male,"16-18",Hyderabad,Google Ads
C101191,"2023-09-17",Female,"16-18",Bengaluru,School Partnership
C101192,"2024-01-28",Male,"13-15",Vijayawada,Google Ads
C101193,"2022-04-12",Female,"13-15",Hyderabad,FB Ads
C101194,"2024-02-21",Male,"13-15",Chennai,School Partnership
C101195,"2022-08-01",Female,"10-12",Hyderabad,FB Ads
C101196,"2023-10-03",Other,"10-12",Rajahmundry,FB Ads
C101197,"2022-08-05",Other,"10-12",Rajahmundry,FB Ads
C101198,"2022-09-28",Female,"13-15",Vijayawada,School Partnership
C101199,"2023-11-08",Male,"13-15",Chennai,Organic
C101200,"2022-03-25",Female,"16-18",Chennai,FB Ads
C101201,"2022-06-10",Male,"10-12",Hyderabad,Google Ads
C101202,"2022-09-03",Male,"10-12",Vijayawada,Google Ads
C101203,"2022-06-27",Male,"16-18",Chennai,FB Ads
C101204,"2023-07-20",Female,"10-12",Delhi,School Partnership
C101205,"2022-03-18",Female,"13-15",Delhi,School Partnership
C101206,"2022-06-10",Female,"13-15",Rajahmundry,Organic
C101207,"2022-01-03",Male,"13-15",Hyderabad,FB Ads
C101208,"2023-02-23",Male,"10-12",Bengaluru,Organic
C101209,"2023-04-07",Other,"10-12",Rajahmundry,Organic
C101210,"2023-12-07",Male,"10-12",Vijayawada,FB Ads
C101211,"2023-09-01",Male,"13-15",Chennai,School Partnership
C101212,"2023-04-27",Male,"13-15",Rajahmundry,Referral
C101213,"2022-10-26",Female,"10-12",Bengaluru,Organic
C101214,"2022-02-03",Female,"13-15",Bengaluru,Organic
C101215,"2022-08-26",Male,"16-18",Delhi,FB Ads
C101216,"2022-10-23",Male,"10-12",Vijayawada,FB Ads
C101217,"2023-12-25",Female,"13-15",Rajahmundry,Organic
C101218,"2022-10-17",Female,"13-15",Hyderabad,Referral
C101219,"2023-12-21",Male,"10-12",Rajahmundry,School Partnership
C101220,"2024-05-30",Female,"13-15",Delhi,FB Ads
C101221,"2023-04-10",Male,"13-15",Bengaluru,Referral
C101222,"2022-03-14",Male,"16-18",Vijayawada,FB Ads
C101223,"2023-12-05",Female,"16-18",Vijayawada,Google Ads
C101224,"2022-08-28",Male,"13-15",Hyderabad,FB Ads
C101225,"2022-09-28",Female,"13-15",Vijayawada,Organic
C101226,"2024-03-17",Male,"13-15",Delhi,School Partnership
C101227,"2024-03-21",Male,"13-15",Delhi,FB Ads
C101228,"2023-10-03",Other,"13-15",Delhi,Google Ads
C101229,"2023-08-27",Male,"10-12",Vijayawada,FB Ads
C101230,"2023-11-09",Female,"13-15",Vijayawada,Organic
C101231,"2024-04-03",Male,"13-15",Delhi,Organic
C101232,"2022-07-22",Male,"13-15",Vijayawada,FB Ads
C101233,"2023-03-12",Male,"16-18",Vijayawada,Google Ads
C101234,"2022-04-28",Female,"10-12",Bengaluru,Organic
C101235,"2023-07-12",Male,"13-15",Rajahmundry,Google Ads
C101236,"2022-08-19",Female,"10-12",Chennai,Google Ads
C101237,"2023-10-26",Male,"16-18",Vijayawada,Google Ads
C101238,"2022-06-02",Other,"13-15",Chennai,FB Ads
C101239,"2022-09-30",Male,"13-15",Chennai,School Partnership
C101240,"2024-04-26",Female,"13-15",Bengaluru,FB Ads
C101241,"2022-05-26",Female,"13-15",Vijayawada,FB Ads
C101242,"2022-03-15",Female,"16-18",Delhi,Organic
C101243,"2022-03-03",Female,"13-15",Chennai,Organic
C101244,"2022-06-19",Female,"13-15",Vijayawada,Organic
C101245,"2024-03-22",Female,"16-18",Hyderabad,Google Ads
C101246,"2022-11-11",Male,"10-12",Delhi,Organic
C101247,"2023-09-02",Male,"10-12",Hyderabad,Organic
C101248,"2024-02-06",Female,"13-15",Hyderabad,Google Ads
C101249,"2024-04-24",Female,"16-18",Chennai,Organic
C101250,"2023-08-06",Female,"13-15",Hyderabad,Organic
C101251,"2022-10-23",Female,"10-12",Bengaluru,Organic
C101252,"2023-03-26",Male,"13-15",Bengaluru,Google Ads
C101253,"2022-05-08",Male,"13-15",Chennai,Organic
C101254,"2023-04-25",Female,"10-12",Vijayawada,FB Ads
C101255,"2023-12-07",Male,"13-15",Rajahmundry,FB Ads
C101256,"2022-11-08",Male,"16-18",Vijayawada,Google Ads
C101257,"2023-12-18",Female,"13-15",Vijayawada,Google Ads
C101258,"2023-02-17",Male,"13-15",Vijayawada,Referral
C101259,"2022-10-06",Female,"13-15",Vijayawada,Organic
C101260,"2023-05-28",Male,"10-12",Delhi,Organic
C101261,"2023-07-07",Female,"16-18",Rajahmundry,Organic
C101262,"2023-05-21",Male,"13-15",Delhi,Organic
C101263,"2023-03-25",Male,"13-15",Hyderabad,Organic
C101264,"2022-03-24",Male,"13-15",Vijayawada,Organic
C101265,"2023-09-05",Male,"13-15",Bengaluru,FB Ads
C101266,"2022-02-10",Male,"13-15",Chennai,Google Ads
C101267,"2023-03-19",Male,"10-12",Chennai,FB Ads
C101268,"2024-01-23",Female,"16-18",Delhi,Google Ads
C101269,"2022-11-27",Male,"16-18",Delhi,Organic
C101270,"2023-09-11",Female,"13-15",Bengaluru,Organic
C101271,"2022-09-14",Female,"16-18",Vijayawada,FB Ads
C101272,"2022-01-27",Female,"10-12",Rajahmundry,Organic
C101273,"2022-04-04",Male,"13-15",Hyderabad,Organic
C101274,"2022-08-23",Female,"13-15",Chennai,FB Ads
C101275,"2023-11-22",Male,"13-15",Hyderabad,School Partnership
C101276,"2024-05-06",Male,"13-15",Rajahmundry,Google Ads
C101277,"2024-05-31",Other,"13-15",Delhi,Organic
C101278,"2023-08-13",Male,"10-12",Chennai,Referral
C101279,"2023-08-25",Female,"13-15",Hyderabad,Google Ads
C101280,"2022-01-22",Female,"10-12",Delhi,Google Ads
C101281,"2024-02-23",Female,"13-15",Rajahmundry,Referral
C101282,"2023-11-20",Female,"10-12",Hyderabad,FB Ads
C101283,"2024-04-21",Male,"10-12",Vijayawada,Organic
C101284,"2022-10-03",Male,"13-15",Delhi,FB Ads
C101285,"2023-08-14",Female,"13-15",Rajahmundry,FB Ads
C101286,"2022-02-11",Male,"16-18",Hyderabad,FB Ads
C101287,"2024-02-21",Male,"13-15",Vijayawada,FB Ads
C101288,"2024-02-14",Male,"13-15",Vijayawada,School Partnership
C101289,"2022-06-29",Male,"16-18",Rajahmundry,School Partnership
C101290,"2023-04-27",Male,"13-15",Bengaluru,Referral
C101291,"2023-06-16",Male,"10-12",Chennai,Referral
C101292,"2023-10-30",Female,"13-15",Rajahmundry,School Partnership
C101293,"2023-03-29",Female,"16-18",Vijayawada,Organic
C101294,"2022-10-12",Female,"13-15",Vijayawada,Organic
C101295,"2022-07-05",Male,"10-12",Rajahmundry,FB Ads
C101296,"2023-08-23",Male,"10-12",Bengaluru,Referral
C101297,"2023-03-23",Male,"10-12",Chennai,FB Ads
C101298,"2023-10-13",Female,"13-15",Hyderabad,Google Ads
C101299,"2024-04-13",Female,"13-15",Rajahmundry,Organic
C101300,"2023-05-19",Male,"10-12",Chennai,Organic
C101301,"2022-04-04",Female,"16-18",Chennai,Google Ads
C101302,"2023-04-27",Male,"16-18",Delhi,Organic
C101303,"2022-12-23",Female,"13-15",Vijayawada,FB Ads
C101304,"2023-02-23",Female,"16-18",Hyderabad,Organic
C101305,"2022-12-08",Female,"10-12",Rajahmundry,Organic
C101306,"2022-11-25",Female,"13-15",Vijayawada,Google Ads
C101307,"2023-11-18",Female,"13-15",Delhi,FB Ads
C101308,"2022-04-18",Male,"16-18",Delhi,FB Ads
C101309,"2024-05-28",Female,"16-18",Vijayawada,Organic
C101310,"2022-06-14",Male,"10-12",Bengaluru,Referral
C101311,"2022-12-04",Female,"16-18",Chennai,FB Ads
C101312,"2023-02-26",Female,"10-12",Rajahmundry,Google Ads
C101313,"2023-12-12",Female,"16-18",Rajahmundry,Google Ads
C101314,"2023-05-23",Male,"16-18",Rajahmundry,Organic
C101315,"2022-10-23",Female,"10-12",Vijayawada,Referral
C101316,"2023-11-10",Female,"13-15",Bengaluru,Google Ads
C101317,"2023-02-15",Female,"10-12",Hyderabad,FB Ads
C101318,"2024-04-13",Male,"13-15",Delhi,Organic
C101319,"2024-02-18",Male,"13-15",Vijayawada,School Partnership
C101320,"2023-07-18",Male,"13-15",Hyderabad,Google Ads
C101321,"2022-02-07",Male,"16-18",Delhi,Organic
C101322,"2023-04-11",Female,"13-15",Delhi,Organic
