customer_id,date,sessions,minutes_watched,courses_completed
C101672,2025-02-14,3,69,0
C101672,2025-01-18,10,260,1
C101672,2024-12-17,4,112,0
C101673,2025-11-14,5,185,0
C101673,2025-10-16,8,336,1
C101673,2025-09-14,5,215,0
C101673,2025-08-17,8,192,1
C101673,2025-07-18,7,252,1
C101673,2025-06-16,7,161,1
C101673,2025-05-20,6,144,1
C101673,2025-04-18,5,115,0
C101673,2025-03-18,10,210,0
C101673,2025-02-19,4,100,0
C101673,2025-01-18,1,23,1
C101673,2024-12-18,3,75,0
C101674,2025-11-14,8,200,2
C101674,2025-10-16,9,306,0
C101674,2025-09-15,5,140,0
C101674,2025-08-16,9,189,0
C101674,2025-07-18,7,273,0
C101674,2025-06-19,3,87,0
C101674,2025-05-20,7,112,0
C101674,2025-04-18,3,84,0
C101674,2025-03-20,1,39,1
C101674,2025-02-19,7,168,1
C101674,2025-01-15,2,34,0
C101674,2024-12-17,11,473,1
C101675,2025-11-13,3,78,0
C101675,2025-10-14,7,126,0
C101675,2025-09-15,8,200,0
C101675,2025-08-15,7,210,0
C101675,2025-07-14,4,76,0
C101675,2025-06-19,6,144,1
C101675,2025-05-18,5,140,0
C101675,2025-04-19,8,344,0
C101675,2025-03-21,7,203,0
C101675,2025-02-18,2,38,0
C101675,2025-01-18,1,37,0
C101675,2024-12-21,7,133,0
C101676,2025-11-11,6,246,1
C101676,2025-10-13,3,72,0
C101676,2025-09-17,7,28,1
C101676,2025-08-14,3,81,0
C101676,2025-07-15,5,150,0
C101676,2025-06-17,5,205,1
C101676,2025-05-15,7,175,0
C101676,2025-04-15,7,182,1
C101676,2025-03-21,12,336,1
C101676,2025-02-17,8,208,1
C101676,2025-01-17,10,300,0
C101676,2024-12-19,7,14,1
C101677,2025-11-11,8,304,0
C101677,2025-10-17,6,240,0
C101677,2025-09-16,8,168,0
C101677,2025-08-17,10,270,1
C101677,2025-07-17,5,150,0
C101677,2025-06-15,2,58,1
C101677,2025-05-18,6,156,0
C101677,2025-04-20,9,234,1
C101677,2025-03-17,6,132,0
C101677,2025-02-19,6,12,0
C101677,2025-01-15,7,266,1
C101677,2024-12-19,7,182,0
C101678,2025-11-15,5,75,2
C101678,2025-10-16,12,384,0
C101678,2025-09-16,7,203,0
C101678,2025-08-13,4,88,1
C101678,2025-07-15,4,20,0
C101678,2025-06-15,5,130,0
C101678,2025-05-17,2,26,1
C101678,2025-04-17,10,170,1
C101678,2025-03-18,3,42,2
C101678,2025-02-14,3,81,0
C101678,2025-01-19,8,0,1
C101678,2024-12-20,5,115,3
C101679,2025-11-13,7,133,0
C101679,2025-10-12,7,154,1
C101679,2025-09-13,8,248,1
C101679,2025-08-13,3,72,1
C101679,2025-07-14,6,96,0
C101679,2025-06-19,9,288,2
C101679,2025-05-18,5,240,0
C101679,2025-04-19,3,90,0
C101679,2025-03-20,7,147,0
C101679,2025-02-18,8,56,0
C101679,2025-01-16,8,280,0
C101679,2024-12-21,5,30,0
C101680,2025-11-16,10,140,1
C101680,2025-10-14,9,171,1
C101680,2025-09-17,9,162,0
C101680,2025-08-13,8,72,0
C101680,2025-07-15,5,135,1
C101680,2025-06-15,7,119,0
C101680,2025-05-20,6,90,0
C101680,2025-04-15,7,238,0
C101680,2025-03-18,3,69,1
C101680,2025-02-19,3,36,0
C101680,2025-01-20,5,60,1
C101680,2024-12-19,6,120,0
C101681,2025-11-15,4,116,0
C101681,2025-10-16,5,140,0
C101681,2025-09-13,5,190,0
C101681,2025-08-18,4,76,2
C101681,2025-07-15,6,156,0
C101681,2025-06-17,2,60,1
C101681,2025-05-18,5,80,0
C101681,2025-04-17,6,216,0
C101681,2025-03-16,6,108,1
C101681,2025-02-17,4,56,0
C101681,2025-01-16,2,12,1
C101681,2024-12-18,7,280,0
C101682,2025-11-14,5,100,0
C101682,2025-10-13,5,85,1
C101682,2025-09-13,7,126,1
C101682,2025-08-18,6,120,1
C101682,2025-07-17,7,126,0
C101682,2025-06-18,10,200,0
C101682,2025-05-17,2,62,0
C101682,2025-04-20,7,196,1
C101682,2025-03-16,3,102,0
C101682,2025-02-18,4,64,0
C101682,2025-01-18,4,160,1
C101682,2024-12-17,6,150,2
C101683,2025-11-12,4,128,0
C101683,2025-10-14,5,125,0
C101683,2025-09-17,5,110,0
C101683,2025-08-18,3,66,0
C101683,2025-07-17,8,112,0
C101683,2025-06-18,5,160,1
C101683,2025-05-18,7,133,1
C101683,2025-04-16,1,22,0
C101683,2025-03-20,4,80,1
C101683,2025-02-19,8,176,0
C101683,2025-01-18,5,50,1
C101683,2024-12-21,6,96,0
C101684,2025-11-11,2,40,0
C101684,2025-10-14,4,152,0
C101684,2025-09-14,6,234,1
C101684,2025-08-13,8,200,0
C101684,2025-07-14,7,35,0
C101684,2025-06-14,5,185,0
C101684,2025-05-18,7,259,0
C101684,2025-04-20,13,208,0
C101684,2025-03-20,5,15,1
C101684,2025-02-19,4,88,1
C101684,2025-01-17,7,238,1
C101684,2024-12-21,3,102,1
C101685,2025-11-16,4,116,1
C101685,2025-10-13,11,165,1
C101685,2025-09-16,7,77,0
C101685,2025-08-17,8,280,0
C101685,2025-07-19,8,0,1
C101685,2025-06-16,5,105,0
C101685,2025-05-16,3,60,0
C101685,2025-04-16,6,204,1
C101685,2025-03-18,5,125,1
C101685,2025-02-17,7,231,0
C101685,2025-01-18,6,192,0
C101685,2024-12-20,7,161,0
C101686,2025-11-13,6,180,1
C101686,2025-10-17,6,174,0
C101686,2025-09-15,10,330,0
C101686,2025-08-15,10,320,1
C101686,2025-07-18,7,238,1
C101686,2025-06-18,6,42,0
C101686,2025-05-20,5,145,0
C101686,2025-04-18,9,162,0
C101686,2025-03-20,7,91,1
C101686,2025-02-19,5,50,1
C101686,2025-01-16,9,225,1
C101686,2024-12-20,4,84,0
C101687,2025-11-13,3,66,0
C101687,2025-10-15,5,115,0
C101687,2025-09-16,5,160,1
C101687,2025-08-18,7,273,0
C101687,2025-07-18,4,84,0
C101687,2025-06-16,9,252,1
C101687,2025-05-17,7,140,1
C101687,2025-04-17,5,70,0
C101687,2025-03-19,11,363,0
C101687,2025-02-16,1,25,0
C101687,2025-01-20,9,63,0
C101687,2024-12-20,7,70,0
C101688,2025-11-15,6,78,0
C101688,2025-10-16,2,34,2
C101688,2025-09-14,6,156,2
C101688,2025-08-18,8,192,1
C101688,2025-07-16,8,120,0
C101688,2025-06-17,8,136,0
C101688,2025-05-18,7,91,0
C101688,2025-04-16,2,38,0
C101688,2025-03-21,7,238,0
C101688,2025-02-16,5,100,0
C101688,2025-01-19,7,266,0
C101688,2024-12-19,6,138,0
C101689,2025-11-13,10,250,0
C101689,2025-10-15,7,189,0
C101689,2025-09-15,4,136,1
C101689,2025-08-16,9,234,1
C101689,2025-07-18,6,66,0
C101689,2025-06-16,8,168,0
C101689,2025-05-17,5,155,0
C101689,2025-04-19,4,44,0
C101689,2025-03-21,6,54,0
C101689,2025-02-14,2,14,0
C101689,2025-01-19,8,168,1
C101689,2024-12-18,4,100,0
C101690,2025-11-11,5,135,0
C101690,2025-10-14,4,88,0
C101690,2025-09-12,2,54,0
C101690,2025-08-18,8,400,1
C101690,2025-07-18,5,115,1
C101690,2025-06-16,6,108,0
C101690,2025-05-15,7,175,1
C101690,2025-04-18,9,279,0
C101690,2025-03-21,4,100,0
C101690,2025-02-19,5,100,0
C101690,2025-01-20,6,192,0
C101690,2024-12-19,9,162,0
C101691,2025-11-11,9,198,0
C101691,2025-10-12,9,144,0
C101691,2025-09-14,4,144,0
C101691,2025-08-14,5,75,0
C101691,2025-07-16,8,120,0
C101691,2025-06-19,5,105,1
C101691,2025-05-17,9,324,1
C101691,2025-04-16,8,264,0
C101691,2025-03-21,7,119,2
C101691,2025-02-17,2,48,0
C101691,2025-01-17,7,189,2
C101691,2024-12-21,11,121,2
C101692,2025-11-16,4,128,0
C101692,2025-10-16,6,114,0
C101692,2025-09-17,6,126,1
C101692,2025-08-13,2,50,0
C101692,2025-07-15,5,155,0
C101692,2025-06-19,5,165,1
C101692,2025-05-17,5,80,1
C101692,2025-04-17,9,279,0
C101692,2025-03-16,5,205,1
C101692,2025-02-15,9,252,0
C101692,2025-01-19,6,42,0
C101692,2024-12-20,6,174,1
C101693,2025-11-15,2,56,0
C101693,2025-10-15,3,45,2
C101693,2025-09-16,9,162,1
C101693,2025-08-14,11,253,0
C101693,2025-07-18,3,27,1
C101693,2025-06-14,4,164,0
C101693,2025-05-19,4,100,1
C101693,2025-04-20,6,72,0
C101693,2025-03-16,4,112,0
C101693,2025-02-17,3,66,0
C101693,2025-01-18,10,160,0
C101693,2024-12-17,6,168,1
C101694,2025-11-14,3,129,0
C101694,2025-10-12,8,264,2
C101694,2025-09-13,8,192,0
C101694,2025-08-13,8,224,0
C101694,2025-07-17,3,0,0
C101694,2025-06-19,4,100,1
C101694,2025-05-17,8,248,0
C101694,2025-04-18,6,246,0
C101694,2025-03-18,11,88,0
C101694,2025-02-19,2,38,1
C101694,2025-01-17,3,108,1
C101694,2024-12-17,4,96,0
C101695,2025-11-14,6,156,0
C101695,2025-10-16,9,225,0
C101695,2025-09-16,6,180,1
C101695,2025-08-18,9,405,1
C101695,2025-07-14,8,120,1
C101695,2025-06-15,6,126,2
C101695,2025-05-19,8,288,0
C101695,2025-04-20,1,34,1
C101695,2025-03-20,5,190,0
C101695,2025-02-17,7,147,0
C101695,2025-01-19,5,120,0
C101695,2024-12-18,11,176,0
C101696,2025-11-11,5,95,0
C101696,2025-10-15,6,120,0
C101696,2025-09-14,5,105,1
C101696,2025-08-13,6,72,1
C101696,2025-07-15,7,210,0
C101696,2025-06-17,2,42,0
C101696,2025-05-15,5,210,1
C101696,2025-04-15,5,85,0
C101696,2025-03-19,6,192,0
C101696,2025-02-14,6,234,0
C101696,2025-01-20,7,119,0
C101696,2024-12-17,3,48,0
C101697,2025-11-16,7,168,2
C101697,2025-10-16,4,52,0
C101697,2025-09-12,6,216,0
C101697,2025-08-18,5,170,0
C101697,2025-07-17,7,147,0
C101697,2025-06-19,9,126,1
C101697,2025-05-15,6,0,0
C101697,2025-04-20,8,184,0
C101697,2025-03-19,7,91,0
C101697,2025-02-14,7,203,0
C101697,2025-01-18,4,140,0
C101697,2024-12-17,3,75,0
C101698,2025-11-12,7,203,1
C101698,2025-10-17,5,135,0
C101698,2025-09-15,9,153,0
C101698,2025-08-18,3,99,0
C101698,2025-07-19,9,342,0
C101698,2025-06-15,4,124,0
C101698,2025-05-19,6,138,0
C101698,2025-04-19,6,90,0
C101698,2025-03-19,4,76,0
C101698,2025-02-16,8,200,0
C101698,2025-01-18,8,112,1
C101698,2024-12-16,8,224,2
C101699,2025-11-15,4,124,1
C101699,2025-10-16,6,78,0
C101699,2025-09-14,4,48,0
C101699,2025-08-17,8,208,1
C101699,2025-07-18,7,112,2
C101699,2025-06-19,8,248,0
C101699,2025-05-18,9,261,0
C101699,2025-04-17,10,300,0
C101699,2025-03-16,2,54,1
C101699,2025-02-17,6,174,0
C101699,2025-01-15,6,150,0
C101699,2024-12-19,4,80,1
C101700,2025-11-15,9,45,1
C101700,2025-10-14,4,76,2
C101700,2025-09-12,7,147,0
C101700,2025-08-18,7,133,1
C101700,2025-07-19,7,168,0
C101700,2025-06-15,5,120,0
C101700,2025-05-16,4,56,1
C101700,2025-04-18,4,96,1
C101700,2025-03-21,5,105,0
C101700,2025-02-16,4,100,0
C101700,2025-01-18,6,162,1
C101700,2024-12-20,5,170,1
C101701,2025-11-13,6,84,0
C101701,2025-10-14,7,161,0
C101701,2025-09-17,5,120,0
C101701,2025-08-13,8,64,1
C101701,2025-07-14,4,108,0
C101701,2025-06-18,6,138,0
C101701,2025-05-20,9,216,1
C101701,2025-04-17,9,387,0
C101701,2025-03-21,9,135,0
C101701,2025-02-14,5,115,0
C101701,2025-01-18,4,124,0
C101701,2024-12-18,0,0,1
C101702,2025-11-16,8,136,0
C101702,2025-10-17,4,92,1
C101702,2025-09-16,6,270,0
C101702,2025-08-16,4,132,0
C101702,2025-07-14,3,81,0
C101702,2025-06-14,2,110,0
C101702,2025-05-16,6,276,1
C101702,2025-04-19,4,96,0
C101702,2025-03-17,6,84,1
C101702,2025-02-14,6,288,0
C101702,2025-01-19,5,10,1
C101702,2024-12-20,10,270,1
C101703,2025-11-11,5,110,1
C101703,2025-10-13,4,136,1
C101703,2025-09-12,3,18,0
C101703,2025-08-15,4,60,0
C101703,2025-07-19,8,176,0
C101703,2025-06-16,3,81,0
C101703,2025-05-15,7,238,2
C101703,2025-04-16,12,348,0
C101703,2025-03-19,4,36,0
C101703,2025-02-16,4,104,0
C101703,2025-01-16,5,150,2
C101703,2024-12-21,6,102,0
C101704,2025-11-13,6,96,1
C101704,2025-10-14,6,192,0
C101704,2025-09-13,9,297,0
C101704,2025-08-15,4,112,0
C101704,2025-07-17,9,261,0
C101704,2025-06-19,9,288,0
C101704,2025-05-18,5,125,1
C101704,2025-04-16,5,140,0
C101704,2025-03-21,4,40,0
C101704,2025-02-16,9,198,1
C101704,2025-01-15,9,270,0
C101704,2024-12-20,3,57,1
C101705,2025-11-11,11,429,2
C101705,2025-10-13,6,162,0
C101705,2025-09-16,2,52,1
C101705,2025-08-18,4,72,0
C101705,2025-07-14,1,27,1
C101705,2025-06-19,5,90,0
C101705,2025-05-20,5,155,0
C101705,2025-04-15,3,120,1
C101705,2025-03-19,7,140,0
C101705,2025-02-14,5,170,0
C101705,2025-01-18,5,230,0
C101705,2024-12-17,9,261,1
C101706,2025-11-16,6,72,0
C101706,2025-10-14,7,56,1
C101706,2025-09-13,5,100,0
C101706,2025-08-14,7,168,1
C101706,2025-07-18,8,240,1
C101706,2025-06-18,4,72,0
C101706,2025-05-15,6,252,1
C101706,2025-04-15,11,209,0
C101706,2025-03-21,7,168,0
C101706,2025-02-16,10,250,0
C101706,2025-01-16,9,216,0
C101706,2024-12-20,4,152,0
C101707,2025-11-13,3,48,0
C101707,2025-10-15,10,360,0
C101707,2025-09-12,6,150,0
C101707,2025-08-15,8,240,0
C101707,2025-07-19,4,72,0
C101707,2025-06-15,5,100,1
C101707,2025-05-16,8,144,0
C101707,2025-04-15,11,462,0
C101707,2025-03-19,8,208,1
C101707,2025-02-14,7,91,0
C101707,2025-01-18,7,168,0
C101707,2024-12-21,5,120,2
C101708,2025-11-13,7,182,1
C101708,2025-10-15,8,296,0
C101708,2025-09-12,6,108,0
C101708,2025-08-13,6,6,0
C101708,2025-07-14,6,162,1
C101708,2025-06-17,4,76,1
C101708,2025-05-18,6,114,0
C101708,2025-04-19,4,92,0
C101708,2025-03-16,8,280,1
C101708,2025-02-17,10,350,0
C101708,2025-01-16,8,232,0
C101708,2024-12-20,7,91,0
C101709,2025-11-14,7,154,2
C101709,2025-10-14,8,248,1
C101709,2025-09-17,5,45,0
C101709,2025-08-13,7,224,0
C101709,2025-07-16,5,145,0
C101709,2025-06-16,2,56,2
C101709,2025-05-18,3,39,2
C101709,2025-04-20,4,112,1
C101709,2025-03-17,7,189,0
C101709,2025-02-17,3,93,1
C101709,2025-01-17,5,175,0
C101709,2024-12-20,4,48,0
C101710,2025-11-16,6,90,2
C101710,2025-10-14,10,160,0
C101710,2025-09-13,5,75,1
C101710,2025-08-13,8,384,1
C101710,2025-07-17,2,92,1
C101710,2025-06-16,5,130,0
C101710,2025-05-19,5,40,1
C101710,2025-04-15,9,387,1
C101710,2025-03-16,5,145,2
C101710,2025-02-18,6,108,0
C101710,2025-01-17,5,0,0
C101710,2024-12-21,4,76,0
C101711,2025-11-12,6,174,0
C101711,2025-10-12,1,17,2
C101711,2025-09-16,6,84,0
C101711,2025-08-15,5,165,0
C101711,2025-07-19,11,264,0
C101711,2025-06-18,9,99,0
C101711,2025-05-15,4,108,0
C101711,2025-04-15,11,242,1
C101711,2025-03-18,5,5,1
C101711,2025-02-14,5,90,1
C101711,2025-01-20,8,256,1
C101711,2024-12-21,8,160,0
C101712,2025-11-12,4,108,1
C101712,2025-10-14,13,390,0
C101712,2025-09-13,6,72,0
C101712,2025-08-18,7,49,1
C101712,2025-07-14,6,210,0
C101712,2025-06-19,6,156,1
C101712,2025-05-20,8,288,0
C101712,2025-04-16,5,115,0
C101712,2025-03-20,4,84,0
C101712,2025-02-16,5,80,0
C101712,2025-01-20,2,76,0
C101712,2024-12-17,4,128,0
C101713,2025-11-11,7,252,1
C101713,2025-10-17,7,203,0
C101713,2025-09-13,8,216,0
C101713,2025-08-16,7,168,1
C101713,2025-07-15,6,156,1
C101713,2025-06-19,10,180,2
C101713,2025-05-16,9,99,1
C101713,2025-04-20,2,58,1
C101713,2025-03-16,4,112,0
C101713,2025-02-16,5,175,0
C101713,2025-01-20,9,279,0
C101713,2024-12-21,9,333,0
C101714,2025-11-15,3,135,1
C101714,2025-10-16,5,195,1
C101714,2025-09-14,9,72,0
C101714,2025-08-13,7,259,0
C101714,2025-07-16,5,85,1
C101714,2025-06-14,3,102,1
C101714,2025-05-19,5,90,0
C101714,2025-04-16,8,208,0
C101714,2025-03-21,6,180,0
C101714,2025-02-17,2,40,1
C101714,2025-01-15,3,36,0
C101714,2024-12-16,5,75,1
C101715,2025-11-11,2,86,0
C101715,2025-10-13,5,145,0
C101715,2025-09-14,7,119,0
C101715,2025-08-15,7,168,0
C101715,2025-07-16,9,171,2
C101715,2025-06-16,8,176,0
C101715,2025-05-20,3,57,0
C101715,2025-04-20,7,308,0
C101715,2025-03-19,4,112,0
C101715,2025-02-14,9,270,1
C101715,2025-01-16,3,105,0
C101715,2024-12-18,3,69,0
C101716,2025-11-15,11,330,0
C101716,2025-10-12,4,132,0
C101716,2025-09-14,2,50,1
C101716,2025-08-14,5,105,0
C101716,2025-07-18,4,48,0
C101716,2025-06-19,8,176,1
C101716,2025-05-20,7,329,2
C101716,2025-04-16,6,240,0
C101716,2025-03-19,4,56,0
C101716,2025-02-16,6,156,1
C101716,2025-01-15,5,150,1
C101716,2024-12-16,4,104,0
C101717,2025-11-11,2,8,0
C101717,2025-10-13,6,264,0
C101717,2025-09-14,5,40,1
C101717,2025-08-16,5,135,0
C101717,2025-07-16,6,132,1
C101717,2025-06-19,11,165,0
C101717,2025-05-17,2,40,1
C101717,2025-04-17,4,56,0
C101717,2025-03-20,1,31,1
C101717,2025-02-14,5,85,0
C101717,2025-01-18,6,168,0
C101717,2024-12-17,9,171,0
C101718,2025-11-14,3,87,0
C101718,2025-10-14,5,160,0
C101718,2025-09-12,6,54,0
C101718,2025-08-14,10,180,0
C101718,2025-07-14,5,120,0
C101718,2025-06-19,7,154,0
C101718,2025-05-16,8,120,0
C101718,2025-04-19,10,270,0
C101718,2025-03-20,5,65,0
C101718,2025-02-19,10,330,1
C101718,2025-01-18,9,279,1
C101718,2024-12-21,7,175,0
C101719,2025-11-15,4,60,0
C101719,2025-10-15,4,92,0
C101719,2025-09-14,6,144,0
C101719,2025-08-17,2,52,0
C101719,2025-07-14,5,115,0
C101719,2025-06-15,6,258,0
C101719,2025-05-15,7,161,0
C101719,2025-04-15,11,330,1
C101719,2025-03-18,7,175,1
C101719,2025-02-17,8,224,1
C101719,2025-01-15,11,352,0
C101719,2024-12-17,2,62,2
C101720,2025-11-11,11,286,0
C101720,2025-10-13,4,0,0
C101720,2025-09-16,2,62,1
C101720,2025-08-16,7,245,0
C101720,2025-07-19,7,210,3
C101720,2025-06-19,2,44,0
C101720,2025-05-17,5,10,0
C101720,2025-04-18,7,224,0
C101720,2025-03-21,7,126,0
C101720,2025-02-16,11,297,0
C101720,2025-01-17,6,78,1
C101720,2024-12-16,9,153,0
C101721,2025-11-14,5,105,0
C101721,2025-10-12,9,234,0
C101721,2025-09-13,8,248,0
C101721,2025-08-15,8,168,0
C101721,2025-07-14,8,88,1
C101721,2025-06-16,4,120,0
C101721,2025-05-19,4,100,1
C101721,2025-04-18,4,72,0
C101721,2025-03-17,5,110,0
C101721,2025-02-19,6,162,1
C101721,2025-01-16,0,0,0
C101721,2024-12-20,3,72,1
C101722,2025-11-11,4,160,0
C101722,2025-10-17,11,341,0
C101722,2025-09-14,4,100,0
C101722,2025-08-13,5,55,1
C101722,2025-07-16,9,180,0
C101722,2025-06-17,4,44,0
C101722,2025-05-16,3,108,1
C101722,2025-04-17,7,182,1
C101722,2025-03-19,6,228,1
C101722,2025-02-16,5,75,2
C101722,2025-01-17,6,264,0
C101722,2024-12-17,6,138,0
C101723,2025-11-15,4,88,1
C101723,2025-10-15,5,190,0
C101723,2025-09-13,5,215,1
C101723,2025-08-14,5,195,0
C101723,2025-07-14,4,132,0
C101723,2025-06-14,2,10,0
C101723,2025-05-18,3,54,0
C101723,2025-04-15,4,188,1
C101723,2025-03-17,6,264,2
C101723,2025-02-17,5,150,2
C101723,2025-01-19,6,228,0
C101723,2024-12-17,11,319,3
C101724,2025-11-15,3,93,0
C101724,2025-10-15,8,192,0
C101724,2025-09-14,9,288,0
C101724,2025-08-14,5,0,0
C101724,2025-07-15,4,132,1
C101724,2025-06-15,7,112,0
C101724,2025-05-17,8,200,0
C101724,2025-04-20,5,115,1
C101724,2025-03-20,8,144,0
C101724,2025-02-17,5,240,0
C101724,2025-01-19,6,216,0
C101724,2024-12-21,11,330,1
C101725,2025-11-16,1,35,1
C101725,2025-10-13,11,341,0
C101725,2025-09-16,7,147,0
C101725,2025-08-18,5,115,0
C101725,2025-07-14,8,216,0
C101725,2025-06-16,5,115,1
C101725,2025-05-18,4,64,0
C101725,2025-04-17,5,190,0
C101725,2025-03-16,8,112,0
C101725,2025-02-15,8,144,0
C101725,2025-01-20,10,220,0
C101725,2024-12-20,5,170,1
C101726,2025-11-13,8,232,0
C101726,2025-10-14,5,115,1
C101726,2025-09-17,8,144,0
C101726,2025-08-14,3,30,0
C101726,2025-07-19,5,70,0
C101726,2025-06-15,7,91,1
C101726,2025-05-17,9,243,1
C101726,2025-04-16,3,48,0
C101726,2025-03-17,7,84,1
C101726,2025-02-18,7,112,0
C101726,2025-01-19,6,252,0
C101726,2024-12-19,5,115,0
C101727,2025-11-15,12,432,0
C101727,2025-10-12,5,115,1
C101727,2025-09-17,6,84,0
C101727,2025-08-17,5,85,0
C101727,2025-07-14,7,238,1
C101727,2025-06-19,10,280,1
C101727,2025-05-19,6,126,1
C101727,2025-04-16,5,80,1
C101727,2025-03-18,8,168,0
C101727,2025-02-15,3,39,1
C101727,2025-01-19,8,224,0
C101727,2024-12-21,3,84,1
C101728,2025-11-14,9,207,1
C101728,2025-10-12,8,168,0
C101728,2025-09-14,8,304,0
C101728,2025-08-14,5,210,1
C101728,2025-07-18,9,288,1
C101728,2025-06-15,5,115,1
C101728,2025-05-15,7,133,0
C101728,2025-04-15,5,170,0
C101728,2025-03-18,5,135,1
C101728,2025-02-17,4,104,1
C101728,2025-01-19,0,0,0
C101728,2024-12-20,9,126,0
C101729,2025-11-14,10,230,1
C101729,2025-10-15,7,224,1
C101729,2025-09-16,6,126,0
C101729,2025-08-15,12,108,1
C101729,2025-07-14,3,48,0
C101729,2025-06-18,4,136,0
C101729,2025-05-20,4,40,0
C101729,2025-04-19,4,132,0
C101729,2025-03-17,10,450,0
C101729,2025-02-14,3,36,0
C101729,2025-01-18,4,108,0
C101729,2024-12-17,9,216,0
C101730,2025-11-13,10,110,0
C101730,2025-10-15,9,360,1
C101730,2025-09-14,3,93,2
C101730,2025-08-14,7,280,0
C101730,2025-07-19,7,161,0
C101730,2025-06-19,3,90,0
C101730,2025-05-19,7,147,1
C101730,2025-04-16,6,228,0
C101730,2025-03-20,6,180,2
C101730,2025-02-16,3,111,1
C101730,2025-01-16,6,228,0
C101730,2024-12-16,6,270,0
C101731,2025-11-12,5,115,0
C101731,2025-10-16,4,116,0
C101731,2025-09-15,4,116,0
C101731,2025-08-13,5,200,1
C101731,2025-07-17,0,0,1
C101731,2025-06-19,3,66,1
C101731,2025-05-17,3,78,0
C101731,2025-04-19,4,116,0
C101731,2025-03-17,3,60,0
C101731,2025-02-18,6,144,0
C101731,2025-01-19,9,216,0
C101731,2024-12-20,7,196,0
C101732,2025-11-12,11,374,0
C101732,2025-10-16,5,260,0
C101732,2025-09-17,6,114,0
C101732,2025-08-15,11,264,0
C101732,2025-07-14,3,0,0
C101732,2025-06-16,10,250,1
C101732,2025-05-16,5,85,1
C101732,2025-04-17,6,174,0
C101732,2025-03-19,5,125,0
C101732,2025-02-19,5,95,1
C101732,2025-01-19,8,256,0
C101732,2024-12-17,3,30,0
C101733,2025-11-11,4,96,1
C101733,2025-10-15,4,40,0
C101733,2025-09-12,8,272,1
C101733,2025-08-13,4,28,1
C101733,2025-07-16,9,423,0
C101733,2025-06-17,5,125,2
C101733,2025-05-15,6,0,1
C101733,2025-04-15,8,256,0
C101733,2025-03-21,11,352,1
C101733,2025-02-17,4,96,0
C101733,2025-01-18,3,30,0
C101733,2024-12-18,5,115,1
C101734,2025-11-11,3,81,0
C101734,2025-10-12,4,112,0
C101734,2025-09-14,7,126,1
C101734,2025-08-13,2,24,0
C101734,2025-07-16,5,170,0
C101734,2025-06-15,2,26,0
C101734,2025-05-20,4,104,2
C101734,2025-04-17,9,189,1
C101734,2025-03-19,9,360,0
C101734,2025-02-18,10,390,0
C101734,2025-01-20,4,64,0
C101734,2024-12-20,10,210,1
C101735,2025-11-11,6,72,1
C101735,2025-10-15,12,240,1
C101735,2025-09-16,3,75,0
C101735,2025-08-16,5,170,1
C101735,2025-07-14,6,198,0
C101735,2025-06-17,7,238,0
C101735,2025-05-19,5,100,1
C101735,2025-04-18,8,232,2
C101735,2025-03-20,4,140,0
C101735,2025-02-15,3,57,0
C101735,2025-01-15,7,147,0
C101735,2024-12-21,5,200,0
C101736,2025-11-16,4,132,0
C101736,2025-10-12,4,124,2
C101736,2025-09-15,7,91,1
C101736,2025-08-15,6,108,0
C101736,2025-07-17,8,128,1
C101736,2025-06-19,7,175,0
C101736,2025-05-16,7,133,0
C101736,2025-04-19,6,156,0
C101736,2025-03-18,4,104,1
C101736,2025-02-18,6,96,0
C101736,2025-01-20,4,64,0
C101736,2024-12-17,6,216,1
C101737,2025-11-14,7,217,0
C101737,2025-10-13,7,224,0
C101737,2025-09-17,8,144,1
C101737,2025-08-13,6,228,1
C101737,2025-07-18,5,170,0
C101737,2025-06-16,2,104,0
C101737,2025-05-16,4,16,1
C101737,2025-04-15,9,72,0
C101737,2025-03-19,8,280,1
C101737,2025-02-16,5,200,0
C101737,2025-01-15,8,160,0
C101737,2024-12-19,3,39,0
C101738,2025-11-13,3,102,0
C101738,2025-10-16,4,136,1
C101738,2025-09-13,4,132,0
C101738,2025-08-16,3,33,0
C101738,2025-07-18,8,256,0
C101738,2025-06-18,10,160,0
C101738,2025-05-16,4,144,0
C101738,2025-04-20,4,116,1
C101738,2025-03-18,3,87,0
C101738,2025-02-15,5,80,0
C101738,2025-01-17,4,16,1
C101738,2024-12-18,5,70,0
C101739,2025-11-16,2,6,1
C101739,2025-10-13,3,69,0
C101739,2025-09-13,10,290,0
C101739,2025-08-16,7,147,0
C101739,2025-07-17,6,120,2
C101739,2025-06-19,9,387,0
C101739,2025-05-17,6,138,1
C101739,2025-04-16,5,105,0
C101739,2025-03-19,1,7,0
C101739,2025-02-18,4,88,0
C101739,2025-01-16,5,115,0
C101739,2024-12-16,7,133,0
C101740,2025-11-14,4,88,0
C101740,2025-10-15,8,104,0
C101740,2025-09-17,6,24,0
C101740,2025-08-18,7,266,0
C101740,2025-07-14,3,42,1
C101740,2025-06-19,5,60,0
C101740,2025-05-20,2,40,0
C101740,2025-04-18,9,117,0
C101740,2025-03-20,5,105,0
C101740,2025-02-16,7,147,1
C101740,2025-01-15,2,78,0
C101740,2024-12-17,7,231,0
C101741,2025-11-13,5,110,0
C101741,2025-10-15,4,72,0
C101741,2025-09-13,5,75,1
